Aircraft,AircraftType,Flight,DepartureAirportICAO,ArrivalAirportICAO,Coordenada,Altitude
PR-AQV,ATR-72-600,AD2969,SBCT,SBPO,S250843W0505444,16227
PR-YXE,ATR-72-600,AD2634,SBRF,SBAR,S084230W0352223,13920
PR-AQR,ATR-72-600,AD4264,SBCF,SBUL,S192304W0453135,16003
PR-AKL,ATR-72-600,AD4063,SBKP,SBDN,S230006W0470833,2210
PR-AKJ,ATR-72-600,AD2676,SBKP,SBMG,S225959W0470843,2288
PR-AQH,ATR-72-600,AD4293,SBCF,SBMK,S185440W0434840,12574
PR-YXE,ATR-72-600,AD2634,SBRF,SBAR,S092031W0360702,17998
PR-AQR,ATR-72-600,AD4264,SBCF,SBUL,S191340W0463432,16013
PR-YXT,ATR-72-600,AD2707,SBKP,SBJV,S230003W0470837,2328
PR-AKL,ATR-72-600,AD4063,SBKP,SBDN,S230319W0475841,14081
PR-AKJ,ATR-72-600,AD2676,SBKP,SBMG,S230356W0475617,11471
PR-AQH,ATR-72-600,AD4293,SBCF,SBMK,S175650W0435654,16266
PR-YXE,ATR-72-600,AD2634,SBRF,SBAR,S101445W0364357,18001
PR-AQZ,ATR-72-600,AD4316,SBKP,SBRP,S230001W0470840,2236
PR-AQR,ATR-72-600,AD4264,SBCF,SBUL,S190905W0473707,16014
PR-YXT,ATR-72-600,AD2707,SBKP,SBJV,S233746W0472312,14086
PR-AKL,ATR-72-600,AD4063,SBKP,SBDN,S225127W0485946,18014
PR-AKJ,ATR-72-600,AD2676,SBKP,SBMG,S230500W0485229,16003
PR-AQH,ATR-72-600,AD4293,SBCF,SBMK,S165411W0440237,9626
PR-AQZ,ATR-72-600,AD4316,SBKP,SBRP,S223619W0474534,12696
PR-AQJ,ATR-72-600,AD4330,SBPS,SBCF,S162611W0390424,411
PR-YXT,ATR-72-600,AD2707,SBKP,SBJV,S242813W0474250,18003
PR-AKF,ATR-72-600,AD9801,SBCF,SBPS,S193837W0435734,2774
PR-AKL,ATR-72-600,AD4063,SBKP,SBDN,S223334W0500842,18010
PR-YXF,ATR-72-600,AD5023,SBSV,SNBR,S125427W0381904,230
PR-AKJ,ATR-72-600,AD2676,SBKP,SBMG,S231100W0500120,15994
PR-YXA,ATR-72-600,AD9590,SBBE,SBOI,S012235W0482824,447
PR-AQZ,ATR-72-600,AD4316,SBKP,SBRP,S213700W0475956,15000
PR-AQJ,ATR-72-600,AD4330,SBPS,SBCF,S164816W0393611,13133
PR-YXT,ATR-72-600,AD2707,SBKP,SBJV,S252210W0481448,17998
PR-AKF,ATR-72-600,AD9801,SBCF,SBPS,S191555W0431436,14199
PR-AKL,ATR-72-600,AD4063,SBKP,SBDN,S221715W0511736,14126
PR-YXF,ATR-72-600,AD5023,SBSV,SNBR,S125812W0385408,12509
PR-AKJ,ATR-72-600,AD2676,SBKP,SBMG,S233011W0510525,13663
PR-AQL,ATR-72-600,AD5080,SBCF,SBGV,S193834W0435737,2768
PR-YXA,ATR-72-600,AD9590,SBBE,SBOI,S005428W0485549,16318
PR-AQV,ATR-72-600,AD2969,SBPO,SBCT,S254009W0514600,10001
PR-AQV,ATR-72-600,AD2969,SBPO,SBCT,S260932W0523610,4562
PR-AQZ,ATR-72-600,AD4316,SBKP,SBRP,S203041W0480850,15011
PR-AQJ,ATR-72-600,AD4330,SBPS,SBCF,S171629W0402609,17994
PR-AKF,ATR-72-600,AD9801,SBCF,SBPS,S184359W0422400,18985
PR-YXF,ATR-72-600,AD5023,SBSV,SNBR,S125030W0395052,15997
PR-AQR,ATR-72-600,AD4180,SBUL,SBCF,S185235W0481323,3123
PR-AQL,ATR-72-600,AD5080,SBCF,SBGV,S192537W0431715,12992
PR-YXA,ATR-72-600,AD9590,SBBE,SBOI,S000748W0492723,19991
PR-AQZ,ATR-72-600,AD4316,SBKP,SBRP,S192413W0481310,11390
PR-AQH,ATR-72-600,AD4251,SBMK,SBCF,S164228W0434843,2371
PR-YXF,ATR-72-600,AD5023,SBSV,SNBR,S124159W0405152,15995
PR-AQV,ATR-72-600,AD2969,SBPO,SBCT,S261320W0524209,2853
PR-AQV,ATR-72-600,AD2969,SBPO,SBCT,S263114W0520212,14437
PR-AQV,ATR-72-600,AD2969,SBPO,SBCT,S261235W0505513,14963
PR-AQR,ATR-72-600,AD4180,SBUL,SBCF,S185622W0472613,14279
PR-YXD,ATR-72-600,AD4560,SBRF,SBJP,S080742W0345521,296
PR-AKF,ATR-72-600,AD9801,SBCF,SBPS,S181447W0412757,18988
PR-YXA,ATR-72-600,AD9590,SBBE,SBOI,N004329W0495933,19993
PR-AQJ,ATR-72-600,AD4330,SBPS,SBCF,S174839W0412414,17998
PR-AQJ,ATR-72-600,AD4330,SBPS,SBCF,S182006W0422153,18003
PR-AQH,ATR-72-600,AD4251,SBMK,SBCF,S173035W0433750,15571
PR-AKF,ATR-72-600,AD9801,SBCF,SBPS,S174239W0403450,18970
PR-AQV,ATR-72-600,AD2969,SBPO,SBCT,S255352W0494048,14966
PR-AQR,ATR-72-600,AD4180,SBUL,SBCF,S185943W0462624,17013
PR-YXD,ATR-72-600,AD4560,SBRF,SBJP,S072844W0345807,8000
PR-YXA,ATR-72-600,AD9590,SBBE,SBOI,N013558W0502931,19994
PR-AQJ,ATR-72-600,AD4330,SBPS,SBCF,S185126W0432011,17998
PR-AQH,ATR-72-600,AD4251,SBMK,SBCF,S182553W0432457,18001
PR-AKF,ATR-72-600,AD9801,SBCF,SBPS,S170305W0394503,16043
PR-AKA,ATR-72-600,AD4268,SBKP,SBRP,S225947W0470859,2277
PR-AQR,ATR-72-600,AD4180,SBUL,SBCF,S190258W0452133,17015
PR-YXA,ATR-72-600,AD9590,SBBE,SBOI,N022708W0505833,19999
PR-AQJ,ATR-72-600,AD4330,SBPS,SBCF,S193500W0440055,3639
PR-AQH,ATR-72-600,AD4251,SBMK,SBCF,S191734W0440224,7725
PR-AKF,ATR-72-600,AD9801,SBCF,SBPS,S162805W0391127,2085
PR-AKA,ATR-72-600,AD4268,SBKP,SBRP,S221459W0472405,12357
PR-AQR,ATR-72-600,AD4180,SBUL,SBCF,S191938W0442002,14832
PR-AQZ,ATR-72-600,AD4316,SBUL,SBKP,S185217W0481314,3187
PR-YXT,ATR-72-600,AD2707,SBJV,SBKP,S260920W0485131,1968
PR-YXT,ATR-72-600,AD2710,SBJV,SBKP,S261347W0484726,355
PR-YXT,ATR-72-600,AD2710,SBJV,SBKP,S254439W0482152,11948
PR-AKL,ATR-72-600,AD4520,SBDN,SBKP,S221026W0512558,1645
PR-AKL,ATR-72-600,AD4520,SBDN,SBKP,S220857W0505215,14054
PR-AKL,ATR-72-600,AD4520,SBDN,SBKP,S220232W0495506,16999
PR-AKJ,ATR-72-600,AD4611,SBMG,SBKP,S232842W0520139,1944
PR-AKJ,ATR-72-600,AD4611,SBMG,SBKP,S232417W0511226,12618
PR-YXT,ATR-72-600,AD2710,SBJV,SBKP,S244325W0481949,14991
PR-AKJ,ATR-72-600,AD4611,SBMG,SBKP,S225025W0501245,12988
PR-AQZ,ATR-72-600,AD4316,SBUL,SBKP,S193457W0481028,12877
PR-AKL,ATR-72-600,AD4520,SBDN,SBKP,S221350W0485004,17001
PR-AQL,ATR-72-600,AD4615,SBGV,SBCF,S185329W0415842,733
PR-AQL,ATR-72-600,AD4615,SBGV,SBCF,S191343W0423530,13990
PR-YXT,ATR-72-600,AD2710,SBJV,SBKP,S234034W0475801,15005
PR-AKJ,ATR-72-600,AD4611,SBMG,SBKP,S221906W0491128,12999
PR-YXD,ATR-72-600,AD2834,SBJP,SBRF,S070903W0345655,459
PR-AQZ,ATR-72-600,AD4316,SBUL,SBKP,S202748W0480519,16000
PR-AKL,ATR-72-600,AD4520,SBDN,SBKP,S224004W0474953,17009
PR-AKF,ATR-72-600,AD9801,SBPS,SBSV,S162613W0390430,263
PR-YXE,ATR-72-600,AD2634,SBAR,SBRF,S105852W0370931,1563
PR-YXE,ATR-72-600,AD2767,SBAR,SBRF,S105903W0370354,325
PR-YXE,ATR-72-600,AD2767,SBAR,SBRF,S102234W0363336,12098
PR-YXE,ATR-72-600,AD2767,SBAR,SBRF,S093853W0355825,16996
PR-AQL,ATR-72-600,AD4615,SBGV,SBCF,S194435W0433209,13994
PR-YXD,ATR-72-600,AD2834,NULL,NULL,S075632W0345851,3543
PR-YXT,ATR-72-600,AD2710,SBJV,SBKP,S231029W0470423,6431
PR-AKJ,ATR-72-600,AD4611,SBMG,SBKP,S224024W0480709,13011
PR-YXE,ATR-72-600,AD2767,SBAR,SBRF,S085144W0352459,18998
PR-AQZ,ATR-72-600,AD4316,SBUL,SBKP,S212604W0475505,16001
PR-AQV,ATR-72-600,AD4756,SBCT,SBLO,S253214W0490957,3142
PR-AKL,ATR-72-600,AD4520,SBDN,SBKP,S231250W0470450,6634
PR-AKF,ATR-72-600,AD9801,SBPS,SBSV,S154107W0390558,15024
PR-AQL,ATR-72-600,AD4615,SBGV,SBCF,S193230W0440314,4699
PR-AKJ,ATR-72-600,AD4611,SBMG,SBKP,S230950W0470425,6398
PR-YXE,ATR-72-600,AD2767,SBAR,SBRF,S075913W0345809,2553
PR-AKA,ATR-72-600,AD4268,SBRP,SBKP,S211349W0474436,3748
PR-AQZ,ATR-72-600,AD4316,SBUL,SBKP,S222214W0473517,16001
PR-AKA,ATR-72-600,AD4270,SBKP,NULL,S210827W0474619,1936
PR-AQV,ATR-72-600,AD4756,SBCT,SBLO,S250101W0492607,11100
PR-AKF,ATR-72-600,AD9801,SBPS,SBSV,S144317W0385656,19002
PR-AKA,ATR-72-600,AD4270,SBKP,NULL,S220004W0474234,11994
PR-AQZ,ATR-72-600,AD4316,SBUL,SBKP,S230953W0470747,7438
PR-AQV,ATR-72-600,AD4756,SBCT,SBLO,S241737W0500034,12295
PR-AKF,ATR-72-600,AD9801,SBPS,SBSV,S134459W0384952,18468
PR-YXA,ATR-72-600,AD9591,SBOI,SBBE,N035135W0514746,419
PR-AKA,ATR-72-600,AD4270,SBKP,NULL,S225808W0471603,8292
PR-YXA,ATR-72-600,AD9591,SBOI,SBBE,N032119W0512634,19340
PR-AQV,ATR-72-600,AD4756,SBCT,SBLO,S233037W0505027,8769
PR-AKF,ATR-72-600,AD9801,SBPS,SBSV,S125507W0382222,764
PR-AQR,ATR-72-600,AD4470,SBCF,SBMK,S193837W0435735,2783
PR-YXF,ATR-72-600,AD5023,SNBR,SBCF,S123132W0415339,15999
PR-YXF,ATR-72-600,AD5023,SNBR,SBCF,S121135W0425207,16003
PR-YXF,ATR-72-600,AD5023,SNBR,SBCF,S113913W0434442,16003
PR-YXF,ATR-72-600,AD5023,SNBR,SBCF,S115035W0444303,9824
PR-YXF,ATR-72-600,AD5023,SNBR,SBCF,S120431W0450007,2620
PR-YXF,ATR-72-600,AD5023,NULL,NULL,S122703W0452913,15411
PR-AQQ,ATR-72-600,AD2750,SBRF,SBMO,S080746W0345519,227
PR-YXF,ATR-72-600,AD5023,NULL,NULL,S132936W0451832,15992
PR-AKL,ATR-72-600,AD2918,SBKP,SBML,S230008W0470831,2379
PR-YXA,ATR-72-600,AD9591,SBOI,SBBE,N022556W0510035,21986
PR-AQR,ATR-72-600,AD4470,SBCF,SBMK,S190742W0434655,14541
PR-AQL,ATR-72-600,AD4615,SBCF,SBSR,S193825W0435746,2822
PR-YXA,ATR-72-600,AD9591,SBOI,SBBE,N012130W0503512,22001
PR-AQH,ATR-72-600,AD6174,SBCF,SBRP,S193842W0435730,2762
PR-AQQ,ATR-72-600,AD2750,SBRF,SBMO,S084605W0352114,13939
PR-YXT,ATR-72-600,AD4584,SBKP,SBLO,S230005W0470834,2330
PR-YXF,ATR-72-600,AD5023,NULL,NULL,S143322W0451135,15994
PR-AKL,ATR-72-600,AD2918,SBKP,SBML,S224319W0475953,14002
PR-YXD,ATR-72-600,AD9010,SBJP,SBSG,S080741W0345521,335
PR-AQR,ATR-72-600,AD4470,SBCF,SBMK,S180537W0435422,16555
PR-AQL,ATR-72-600,AD4615,SBCF,SBSR,S195035W0444002,12287
PR-AKJ,ATR-72-600,AD4651,SBKP,SBSR,S230005W0470835,2297
PR-YXA,ATR-72-600,AD9591,SBOI,SBBE,N001840W0500940,22000
PR-AQH,ATR-72-600,AD6174,SBCF,SBRP,S194708W0442838,13581
PR-AQQ,ATR-72-600,AD2750,SBRF,SBMO,S092855W0355641,3071
PR-YXT,ATR-72-600,AD4584,SBKP,SBLO,S224358W0475615,13999
PR-YXF,ATR-72-600,AD5023,NULL,NULL,S153526W0450353,16004
PR-AKL,ATR-72-600,AD2918,SBKP,SBML,S222727W0490921,13997
PR-YXD,ATR-72-600,AD9010,SBJP,SBSG,S073008W0345449,14590
PR-AQR,ATR-72-600,AD4470,SBCF,SBMK,S165939W0440129,8058
PR-AQL,ATR-72-600,AD4615,SBCF,SBSR,S200601W0453814,15987
PR-AKJ,ATR-72-600,AD4651,SBKP,SBSR,S221551W0472447,12829
PR-YXA,ATR-72-600,AD9591,SBOI,SBBE,S004413W0495503,21998
PR-AQH,ATR-72-600,AD6174,SBCF,SBRP,S200907W0452104,17999
PR-YXT,ATR-72-600,AD4584,SBKP,SBLO,S222805W0490045,13997
PR-YXF,ATR-72-600,AD5023,NULL,NULL,S163735W0445728,16008
PR-YXD,ATR-72-600,AD9010,SBJP,SBSG,S063740W0351517,14995
PR-AQV,ATR-72-600,AD4757,SLO,SBCT,S232012W0510716,2051
PR-AQV,ATR-72-600,AD4757,SLO,SBCT,S234938W0502445,12960
PR-AQL,ATR-72-600,AD4615,SBCF,SBSR,S200327W0464644,15998
PR-AKJ,ATR-72-600,AD4651,SBKP,SBSR,S213227W0481605,13988
PR-AKF,ATR-72-600,AD9801,SBSV,SBAR,S125427W0381906,171
PR-YXA,ATR-72-600,AD9591,SBOI,SBBE,S011821W0490001,12183
PR-AQH,ATR-72-600,AD6174,SBCF,SBRP,S203353W0462250,17990
PR-YXT,ATR-72-600,AD4584,SBKP,SBLO,S225405W0500436,14000
PR-AQV,ATR-72-600,AD4757,SLO,SBCT,S242639W0494103,12513
PR-YXF,ATR-72-600,AD5023,NULL,PTAN,S174102W0445651,16000
PR-YXD,ATR-72-600,AD9010,SBJP,SBSG,S054440W0353108,2926
PR-AQL,ATR-72-600,AD4615,SBCF,SBSR,S200222W0475623,15986
PR-AKF,ATR-72-600,AD9801,SBSV,SBAR,S121502W0375724,13673
PR-AQQ,ATR-72-600,AD2750,SBMO,SBRF,S093045W0354656,590
PR-YXT,ATR-72-600,AD4584,SBKP,SBLO,S232243W0505949,4015
PR-AQV,ATR-72-600,AD4757,SLO,SBCT,S251623W0492522,9307
PR-YXF,ATR-72-600,AD5023,NULL,PTAN,S184343W0444727,16003
PR-AQR,ATR-72-600,AD4470,SBMK,SBCF,S164227W0434847,2358
PR-AQL,ATR-72-600,AD4615,SBCF,SBSR,S203617W0485420,15991
PR-AKF,ATR-72-600,AD9801,SBSV,SBAR,S112334W0372810,12090
PR-AQQ,ATR-72-600,AD2750,SBMO,SBRF,S084942W0352350,14996
PR-YXF,ATR-72-600,AD5023,NULL,PTAN,S191810W0440515,8055
PR-AQR,ATR-72-600,AD4470,SBMK,SBCF,S173302W0434422,14037
PR-AKL,ATR-72-600,AD4222,SBML,SBKP,S221212W0495541,2273
PR-AQQ,ATR-72-600,AD2750,SBMO,SBRF,S080209W0350335,6714
PR-AKL,ATR-72-600,AD4222,SBML,SBKP,S222023W0490312,14995
PR-AQR,ATR-72-600,AD4470,SBMK,SBCF,S183640W0433927,14010
PR-YXD,ATR-72-600,AD9011,SBSG,SBRF,S054612W0352153,565
PR-AKL,ATR-72-600,AD4222,SBML,SBKP,S222203W0475506,14998
PR-AKJ,ATR-72-600,AD4651,SBSR,SBKP,S204633W0490927,7454
PR-AKJ,ATR-72-600,AD4794,SBSR,SBKP,S204922W0492453,2016
PR-AQR,ATR-72-600,AD4470,SBMK,SBCF,S192623W0440129,7191
PR-YXD,ATR-72-600,AD9011,SBSG,SBRF,S062933W0351122,13997
PR-AKJ,ATR-72-600,AD4794,SBSR,SBKP,S212338W0485926,13384
PR-AKL,ATR-72-600,AD4222,SBML,SBKP,S225640W0471321,3752
PR-YXD,ATR-72-600,AD9011,SBSG,SBRF,S072648W0350326,13996
PR-AKJ,ATR-72-600,AD4794,SBSR,SBKP,S221010W0481216,13007
PR-YXT,ATR-72-600,AD4584,SBLO,SBKP,S232011W0510720,2040
PR-YXT,ATR-72-600,AD4584,SBLO,SBKP,S225923W0501936,13654
PR-AQL,ATR-72-600,AD6210,SBSR,SBCF,S204922W0492451,1970
PR-AQL,ATR-72-600,AD6210,SBSR,SBCF,S203331W0484304,12847
PR-YXT,ATR-72-600,AD4584,SBLO,SBKP,S224516W0491131,15001
PR-AQH,ATR-72-600,AD6174,SBRP,SBCF,S205347W0473130,10295
PR-AQH,ATR-72-600,AD6174,SBRP,SBCF,S212701W0474042,5023
PR-AQH,ATR-72-600,AD6175,SBRP,SBCF,S210735W0474636,1924
PR-AQH,ATR-72-600,AD6175,SBRP,SBCF,S202524W0474222,12615
PR-AKJ,ATR-72-600,AD4794,SBSR,SBKP,S224632W0472610,9240
PR-AQL,ATR-72-600,AD6210,SBSR,SBCF,S200134W0474929,15028
PR-AQH,ATR-72-600,AD6175,SBRP,SBCF,S195836W0464604,15003
PR-AKF,ATR-72-600,AD9801,SBAR,SBRF,S105904W0370353,253
PR-AKF,ATR-72-600,AD9801,SBAR,SBRF,S102354W0363405,13384
PR-AKF,ATR-72-600,AD9801,SBAR,SBRF,S093523W0355754,12986
PR-YXT,ATR-72-600,AD4584,SBLO,SBKP,S222949W0475946,15012
PR-AKJ,ATR-72-600,AD4794,SBSR,SBKP,S230143W0470619,2470
PR-AKF,ATR-72-600,AD9801,SBAR,SBRF,S084259W0351956,12984
PR-AQL,ATR-72-600,AD6210,SBSR,SBCF,S194132W0464548,14999
PR-AQH,ATR-72-600,AD6175,SBRP,SBCF,S193158W0454359,15009
PR-YXT,ATR-72-600,AD4584,SBLO,SBKP,S230535W0471132,8638
PR-AKF,ATR-72-600,AD9801,SBAR,SBRF,S080305W0345652,1319
PR-AQL,ATR-72-600,AD6210,SBSR,SBCF,S192251W0454141,14999
PR-AQH,ATR-72-600,AD6175,SBRP,SBCF,S190510W0444129,14984
PR-YXE,ATR-72-600,AD9006,SBRF,SBJU,S080751W0345518,279
PR-AQL,ATR-72-600,AD6210,SBSR,SBCF,S190743W0443747,15005
PR-YXE,ATR-72-600,AD9006,SBRF,SBJU,S074309W0352149,12851
PR-YXE,ATR-72-600,AD9006,SBRF,SBJU,S072814W0361231,18000
PR-YXE,ATR-72-600,AD9006,SBRF,SBJU,S071953W0371812,18000
PR-YXE,ATR-72-600,AD9006,SBRF,SBJU,S071835W0382701,16002
PR-AQJ,ATR-72-600,AD4420,SBCF,SBMK,S193749W0435820,2703
PR-AQJ,ATR-72-600,AD4420,SBCF,SBMK,S184547W0440412,12881
PR-AQH,ATR-72-600,AD4139,SBCF,SBIP,S193758W0435810,2756
PR-AQJ,ATR-72-600,AD4420,SBCF,SBMK,S174301W0440330,14984
PR-AQV,ATR-72-600,AD4190,SBCT,SBMG,S253128W0491049,2947
PR-AQH,ATR-72-600,AD4139,SBCF,SBIP,S192731W0431925,11006
PR-AQJ,ATR-72-600,AD4420,SBCF,SBMK,S164139W0440016,5314
PR-AQV,ATR-72-600,AD4190,SBCT,SBMG,S251524W0495944,13276
PR-YXE,ATR-72-600,AD9007,SBJU,SBRF,S071319W0391544,1591
PR-AQV,ATR-72-600,AD4190,SBCT,SBMG,S243309W0504422,17964
PR-YXD,ATR-72-600,AD5035,SBRF,SBSG,S080743W0345521,253
PR-YXE,ATR-72-600,AD9007,SBJU,SBRF,S072321W0382545,14079
PR-AKJ,ATR-72-600,AD4670,SBKP,SBUL,S230038W0470749,2254
PR-AQV,ATR-72-600,AD4190,SBCT,SBMG,S235054W0513657,13970
PR-YXD,ATR-72-600,AD5035,SBRF,SBSG,S072911W0345905,14644
PR-YXE,ATR-72-600,AD9007,SBJU,SBRF,S073021W0372910,19002
PR-AKJ,ATR-72-600,AD4670,SBKP,SBUL,S221757W0471133,12986
PR-YXT,ATR-72-600,AD4711,SBKP,SBRP,S230038W0470749,2288
PR-YXD,ATR-72-600,AD5035,SBRF,SBSG,S063332W0351836,15000
PR-YXE,ATR-72-600,AD9007,SBJU,SBRF,S073802W0362553,19001
PR-AKA,ATR-72-600,AD2716,SBKP,SBDN,S230036W0470752,2300
PR-AKJ,ATR-72-600,AD4670,SBKP,SBUL,S211246W0472106,13004
PR-YXT,ATR-72-600,AD4711,SBKP,SBRP,S222549W0472039,14009
PR-AKL,ATR-72-600,AD4129,SBKP,SBMG,S230037W0470750,2210
PR-YXD,ATR-72-600,AD5035,SBRF,SBSG,S054514W0352746,1878
PR-YXE,ATR-72-600,AD9007,SBJU,SBRF,S074206W0352028,10537
PR-AKA,ATR-72-600,AD2716,SBKP,SBDN,S230500W0475347,11999
PR-AKJ,ATR-72-600,AD4670,SBKP,SBUL,S201320W0474250,12981
PR-AKL,ATR-72-600,AD4129,SBKP,SBMG,S230943W0475206,13015
PR-YXT,ATR-72-600,AD4711,SBKP,SBRP,S212353W0474515,13174
PR-AKA,ATR-72-600,AD2716,SBKP,SBDN,S225037W0485541,11978
PR-AKJ,ATR-72-600,AD4670,SBKP,SBUL,S191001W0475515,10991
PR-AKL,ATR-72-600,AD4129,SBKP,SBMG,S231722W0485859,14000
PR-AKA,ATR-72-600,AD2716,SBKP,SBDN,S223709W0495621,12003
PR-AKL,ATR-72-600,AD4129,SBKP,SBMG,S232434W0500616,14002
PR-AKA,ATR-72-600,AD2716,SBKP,SBDN,S222308W0505736,11999
PR-AKL,ATR-72-600,AD4129,SBKP,SBMG,S233123W0511436,13999
PR-AKJ,ATR-72-600,AD4393,SBUL,SBKP,S185233W0481321,3192
PR-YXT,ATR-72-600,AD4211,SBRP,SBKP,S210827W0474619,2019
PR-YXT,ATR-72-600,AD4211,SBRP,SBKP,S215749W0475026,11994
PR-AKJ,ATR-72-600,AD4393,SBUL,SBKP,S193821W0480738,14831
PR-AQH,ATR-72-600,AD4029,SBIP,SBCF,S192752W0422902,1001
PR-AQJ,ATR-72-600,AD4421,SBMK,SBCF,S164228W0434840,2306
PR-AQH,ATR-72-600,AD4029,SBIP,SBCF,S193933W0430524,14000
PR-YXT,ATR-72-600,AD4211,SBRP,SBKP,S224739W0472633,8621
PR-AKJ,ATR-72-600,AD4393,SBUL,SBKP,S204002W0480236,16002
PR-AQJ,ATR-72-600,AD4421,SBMK,SBCF,S172811W0434336,15376
PR-AKA,ATR-72-600,AD4474,SBDN,SBKP,S221034W0512503,1599
PR-AKA,ATR-72-600,AD4474,SBDN,SBKP,S221542W0503355,14470
PR-AQH,ATR-72-600,AD4029,SBIP,SBCF,S192811W0440339,6335
PR-AKJ,ATR-72-600,AD4393,SBUL,SBKP,S214221W0475144,16003
PR-YXD,ATR-72-600,AD2669,SBSG,SBRF,S054613W0352145,471
PR-AQJ,ATR-72-600,AD4421,SBMK,SBCF,S182047W0432628,17997
PR-AKA,ATR-72-600,AD4474,SBDN,SBKP,S222136W0492537,15000
PR-AKJ,ATR-72-600,AD4393,SBUL,SBKP,S224129W0473519,11944
PR-YXD,ATR-72-600,AD2669,SBSG,SBRF,S062120W0350454,13393
PR-AQJ,ATR-72-600,AD4421,SBMK,SBCF,S190823W0434557,14572
PR-AKA,ATR-72-600,AD4474,SBDN,SBKP,S222658W0481421,15002
PR-YXD,ATR-72-600,AD2669,SBSG,SBRF,S071645W0350218,15999
PR-AQJ,ATR-72-600,AD4421,SBMK,SBCF,S193237W0440307,4626
PR-AKA,ATR-72-600,AD4474,SBDN,SBKP,S225225W0471916,5922
PR-YXD,ATR-72-600,AD2669,SBSG,SBRF,S080705W0345533,34
PR-AQV,ATR-72-600,AD2804,SBMG,SBCT,S232839W0520126,1905
PR-AQV,ATR-72-600,AD2804,SBMG,SBCT,S235008W0512118,12970
PR-AQV,ATR-72-600,AD2804,SBMG,SBCT,S242152W0503355,16964
PR-AQV,ATR-72-600,AD2804,SBMG,SBCT,S250417W0494610,16964
PR-YXT,ATR-72-600,AD4158,SBKP,SBSR,S230034W0470755,2371
PR-AQV,ATR-72-600,AD2804,SBMG,SBCT,S253715W0490418,5220
PR-AQZ,ATR-72-600,AD2846,SBKP,SBRP,S230035W0470753,2345
PR-YXT,ATR-72-600,AD4158,SBKP,SBSR,S223814W0474310,15790
PR-AQR,ATR-72-600,AD9800,SBCF,SBKP,S193827W0435744,2894
PR-AQZ,ATR-72-600,AD2846,SBKP,SBRP,S222249W0471255,16026
PR-YXT,ATR-72-600,AD4158,SBKP,SBSR,S215419W0483211,18996
PR-AQR,ATR-72-600,AD9800,SBCF,SBKP,S193732W0442828,19355
PR-YXF,ATR-72-600,AD2875,SBCF,SBGV,S193807W0435803,2856
PR-YXD,ATR-72-600,AD4556,SBRF,SBMO,S080751W0345518,210
PR-AQZ,ATR-72-600,AD2846,SBKP,SBRP,S212107W0473448,14518
PR-YXT,ATR-72-600,AD4158,SBKP,SBSR,S210550W0492525,9503
PR-AQR,ATR-72-600,AD9800,SBCF,SBKP,S201828W0451159,20009
PR-AQH,ATR-72-600,AD5033,SBCF,SNBR,S193822W0435749,2828
PR-YXF,ATR-72-600,AD2875,SBCF,SBGV,S192303W0430942,13001
PR-YXD,ATR-72-600,AD4556,SBRF,SBMO,S084118W0351753,14017
PR-AQL,ATR-72-600,AD4136,SBCF,SNGI,S193814W0435755,2780
PR-AQR,ATR-72-600,AD9800,SBCF,SBKP,S210953W0454731,20013
PR-YXE,ATR-72-600,AD4330,SBRF,SBAR,S080750W0345518,252
PR-AKF,ATR-72-600,AD2682,SBRF,SBSG,S080751W0345518,251
PR-AQJ,ATR-72-600,AD4244,SBCF,SBUL,S193818W0435752,2793
PR-AQH,ATR-72-600,AD5033,SBCF,SNBR,S190827W0435248,13488
PR-YXD,ATR-72-600,AD4556,SBRF,SBMO,S092007W0355741,7815
PR-AQL,ATR-72-600,AD4136,SBCF,SNGI,S190859W0432704,12682
PR-AQR,ATR-72-600,AD9800,SBCF,SBKP,S220153W0462321,20014
PR-AKA,ATR-72-600,AD4333,SBKP,SBJV,S230004W0470835,2246
PR-AQV,ATR-72-600,AD5094,SBCT,SBCA,S253135W0491042,2992
PR-YXE,ATR-72-600,AD4330,SBRF,SBAR,S084439W0352216,13016
PR-AQN,ATR-72-600,AD9585,SBEG,SBUY,S030219W0600239,456
PR-AKF,ATR-72-600,AD2682,SBRF,SBSG,S073314W0345527,12686
PR-AQJ,ATR-72-600,AD4244,SBCF,SBUL,S193359W0443625,13567
PR-AQH,ATR-72-600,AD5033,SBCF,SNBR,S181733W0440304,18899
PR-AQL,ATR-72-600,AD4136,SBCF,SNGI,S181044W0431803,16999
PR-YXB,ATR-72-600,AD4468,SBEG,SWPI,S030219W0600247,537
PR-AQR,ATR-72-600,AD9800,SBCF,SBKP,S225318W0470602,10160
PR-AKA,ATR-72-600,AD4333,SBKP,SBJV,S234159W0472358,11907
PR-AQV,ATR-72-600,AD5094,SBCT,SBCA,S252540W0495944,16885
PR-AQZ,ATR-72-600,AD2846,SBRP,SBKP,S210833W0474617,1951
PR-YXE,ATR-72-600,AD4330,SBRF,SBAR,S093058W0355841,18003
PR-AQN,ATR-72-600,AD9585,SBEG,SBUY,S031245W0604453,11994
PR-AKF,ATR-72-600,AD2682,SBRF,SBSG,S063955W0351538,16992
PR-AQJ,ATR-72-600,AD4244,SBCF,SBUL,S192428W0453446,17997
PR-AQH,ATR-72-600,AD5033,SBCF,SNBR,S171521W0441528,19003
